baseClass,baseLabel,equivalentClass,equivalentLabel
http://purl.obolibrary.org/obo/HP_0004963,Calcification of the aorta,http://purl.obolibrary.org/obo/MP_0010522,calcified aorta
http://purl.obolibrary.org/obo/HP_0004971,Pulmonary artery hypoplasia,http://purl.obolibrary.org/obo/MP_0010460,pulmonary artery hypoplasia
http://purl.obolibrary.org/obo/HP_0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/MP_0010525,abdominal aorta coarctation
http://purl.obolibrary.org/obo/HP_0005102,Cochlear degeneration,http://purl.obolibrary.org/obo/MP_0000032,cochlear degeneration
http://purl.obolibrary.org/obo/HP_0005104,Hypoplastic nasal septum,http://purl.obolibrary.org/obo/MP_0030198,nasal septum hypoplasia
http://purl.obolibrary.org/obo/HP_0005105,Abnormal nasal morphology,http://purl.obolibrary.org/obo/MP_0000102,abnormal nasal bone morphology
http://purl.obolibrary.org/obo/HP_0005120,Abnormal cardiac atrium morphology,http://purl.obolibrary.org/obo/MP_0003105,abnormal heart atrium morphology
http://purl.obolibrary.org/obo/HP_0005145,Coronary artery stenosis,http://purl.obolibrary.org/obo/MP_0003024,coronary artery stenosis
http://purl.obolibrary.org/obo/HP_0005156,Hypoplastic left atrium,http://purl.obolibrary.org/obo/MP_0010647,left atrium hypoplasia
http://purl.obolibrary.org/obo/HP_0005180,Tricuspid regurgitation,http://purl.obolibrary.org/obo/MP_0006044,tricuspid valve regurgitation
http://purl.obolibrary.org/obo/HP_0005182,Bicuspid pulmonary valve,http://purl.obolibrary.org/obo/MP_0010527,bicuspid pulmonary valve
http://purl.obolibrary.org/obo/HP_0005207,Gastric hypertrophy,http://purl.obolibrary.org/obo/MP_0003285,gastric hypertrophy
http://purl.obolibrary.org/obo/HP_0005213,Pancreatic calcification,http://purl.obolibrary.org/obo/MP_0014108,calcified pancreas
http://purl.obolibrary.org/obo/HP_0005214,Intestinal obstruction,http://purl.obolibrary.org/obo/MP_0003270,intestinal obstruction
http://purl.obolibrary.org/obo/HP_0005222,Bowel diverticulosis,http://purl.obolibrary.org/obo/MP_0003262,intestinal/bowel diverticulum
http://purl.obolibrary.org/obo/HP_0005224,Rectal abscess,http://purl.obolibrary.org/obo/MP_0003302,perirectal abscess
http://purl.obolibrary.org/obo/HP_0005225,Intestinal edema,http://purl.obolibrary.org/obo/MP_0003288,intestinal edema
http://purl.obolibrary.org/obo/HP_0005235,Jejunal atresia,http://purl.obolibrary.org/obo/MP_0011878,jejunum atresia
http://purl.obolibrary.org/obo/HP_0005237,Degenerative liver disease,http://purl.obolibrary.org/obo/MP_0003103,liver degeneration
http://purl.obolibrary.org/obo/HP_0005261,Joint hemorrhage,http://purl.obolibrary.org/obo/MP_0005245,hemarthrosis
http://purl.obolibrary.org/obo/HP_0005273,Absent nasal septal cartilage,http://purl.obolibrary.org/obo/MP_0030201,absent nasal septum cartilage
http://purl.obolibrary.org/obo/HP_0005280,Depressed nasal bridge,http://purl.obolibrary.org/obo/MP_0030034,depressed nasal bridge
http://purl.obolibrary.org/obo/HP_0005303,Aortic arch calcification,http://purl.obolibrary.org/obo/MP_0010524,calcified aortic arch
http://purl.obolibrary.org/obo/HP_0005304,Hypoplastic pulmonary veins,http://purl.obolibrary.org/obo/MP_0010528,pulmonary vein hypoplasia
http://purl.obolibrary.org/obo/HP_0005336,Forehead hyperpigmentation,http://purl.obolibrary.org/obo/MP_0030053,increased forehead pigmentation
http://purl.obolibrary.org/obo/HP_0005343,Hypoplasia of the bladder,http://purl.obolibrary.org/obo/MP_0003617,urinary bladder hypoplasia
http://purl.obolibrary.org/obo/HP_0005345,Abnormal vena cava morphology,http://purl.obolibrary.org/obo/MP_0006062,abnormal vena cava morphology
http://purl.obolibrary.org/obo/HP_0005349,Hypoplasia of the epiglottis,http://purl.obolibrary.org/obo/MP_0030892,epiglottis hypoplasia
http://purl.obolibrary.org/obo/HP_0005365,Severe B lymphocytopenia,http://purl.obolibrary.org/obo/MP_0008071,absent B cells
http://purl.obolibrary.org/obo/HP_0005372,Abnormality of B cell physiology,http://purl.obolibrary.org/obo/MP_0002459,abnormal B cell physiology
http://purl.obolibrary.org/obo/HP_0005403,Decrease in T cell count,http://purl.obolibrary.org/obo/MP_0005018,decreased T cell number
http://purl.obolibrary.org/obo/HP_0005404,Increased B cell count,http://purl.obolibrary.org/obo/MP_0005014,increased B cell number
http://purl.obolibrary.org/obo/HP_0005415,Decreased proportion of CD8-positive T cells,http://purl.obolibrary.org/obo/MP_0008079,"decreased CD8-positive, alpha-beta T cell number"
http://purl.obolibrary.org/obo/HP_0005466,Hypoplasia of the frontal bone,http://purl.obolibrary.org/obo/MP_0004869,frontal bone hypoplasia
http://purl.obolibrary.org/obo/HP_0005469,Flat occiput,http://purl.obolibrary.org/obo/MP_0030289,flat occipital bone
http://purl.obolibrary.org/obo/HP_0005479,Decreased circulating total IgE,http://purl.obolibrary.org/obo/MP_0002492,decreased IgE level
http://purl.obolibrary.org/obo/HP_0005486,Small fontanelle,http://purl.obolibrary.org/obo/MP_0030389,small fontanelles
http://purl.obolibrary.org/obo/HP_0005513,Increased megakaryocyte count,http://purl.obolibrary.org/obo/MP_0008254,increased megakaryocyte cell number
http://purl.obolibrary.org/obo/HP_0005548,Megakaryocytopenia,http://purl.obolibrary.org/obo/MP_0008255,decreased megakaryocyte cell number
http://purl.obolibrary.org/obo/HP_0005563,Decreased numbers of nephrons,http://purl.obolibrary.org/obo/MP_0011290,decreased nephron number
http://purl.obolibrary.org/obo/HP_0005645,Intervertebral disk calcification,http://purl.obolibrary.org/obo/MP_0004685,calcified intervertebral disk
http://purl.obolibrary.org/obo/HP_0005790,Short mandibular condyles,http://purl.obolibrary.org/obo/MP_0030258,small mandibular condyloid process
http://purl.obolibrary.org/obo/HP_0005792,Short humerus,http://purl.obolibrary.org/obo/MP_0004351,short humerus
http://purl.obolibrary.org/obo/HP_0005815,Supernumerary ribs,http://purl.obolibrary.org/obo/MP_0000480,increased rib number
http://purl.obolibrary.org/obo/HP_0005959,Impaired gluconeogenesis,http://purl.obolibrary.org/obo/MP_0030973,impaired gluconeogenesis
http://purl.obolibrary.org/obo/HP_0005961,Hypoargininemia,http://purl.obolibrary.org/obo/MP_0030662,decreased circulating arginine level
http://purl.obolibrary.org/obo/HP_0005990,Thyroid hypoplasia,http://purl.obolibrary.org/obo/MP_0003499,thyroid gland hypoplasia
http://purl.obolibrary.org/obo/HP_0006000,Ureteral obstruction,http://purl.obolibrary.org/obo/MP_0003587,ureter obstruction
http://purl.obolibrary.org/obo/HP_0006261,Abnormal phalangeal joint morphology of the hand,http://purl.obolibrary.org/obo/MP_0030813,abnormal hand interphalangeal joint morphology
http://purl.obolibrary.org/obo/HP_0006266,Small placenta,http://purl.obolibrary.org/obo/MP_0004259,small placenta
http://purl.obolibrary.org/obo/HP_0006267,Large placenta,http://purl.obolibrary.org/obo/MP_0004260,enlarged placenta
http://purl.obolibrary.org/obo/HP_0006270,Hypoplastic spleen,http://purl.obolibrary.org/obo/MP_0000694,spleen hypoplasia
http://purl.obolibrary.org/obo/HP_0006274,Reduced pancreatic beta cells,http://purl.obolibrary.org/obo/MP_0003339,decreased pancreatic beta cell number
http://purl.obolibrary.org/obo/HP_0006277,Pancreatic hyperplasia,http://purl.obolibrary.org/obo/MP_0009110,pancreas hyperplasia
http://purl.obolibrary.org/obo/HP_0006308,Atrophy of alveolar ridges,http://purl.obolibrary.org/obo/MP_0030466,alveolar process atrophy
http://purl.obolibrary.org/obo/HP_0006336,Short dental roots,http://purl.obolibrary.org/obo/MP_0030497,short tooth root
http://purl.obolibrary.org/obo/HP_0006424,Elongated radius,http://purl.obolibrary.org/obo/MP_0008951,long radius
http://purl.obolibrary.org/obo/HP_0006426,Rudimentary to absent tibiae,http://purl.obolibrary.org/obo/MP_0002728,absent tibia
http://purl.obolibrary.org/obo/HP_0006429,Broad femoral neck,http://purl.obolibrary.org/obo/MP_0030794,broad femur neck
http://purl.obolibrary.org/obo/HP_0006436,Shortening of the tibia,http://purl.obolibrary.org/obo/MP_0002764,short tibia
http://purl.obolibrary.org/obo/HP_0006443,Patellar aplasia,http://purl.obolibrary.org/obo/MP_0004694,absent patella
http://purl.obolibrary.org/obo/HP_0006482,Abnormality of dental morphology,http://purl.obolibrary.org/obo/MP_0002100,abnormal tooth morphology
http://purl.obolibrary.org/obo/HP_0006483,Abnormal number of teeth,http://purl.obolibrary.org/obo/MP_0030611,abnormal tooth number
http://purl.obolibrary.org/obo/HP_0006568,Increased hepatic glycogen content,http://purl.obolibrary.org/obo/MP_0010400,increased liver glycogen level
http://purl.obolibrary.org/obo/HP_0006681,Absent atrioventricular node,http://purl.obolibrary.org/obo/MP_0010532,absent atrioventricular node
http://purl.obolibrary.org/obo/HP_0006690,Myocardial calcification,http://purl.obolibrary.org/obo/MP_0010534,calcified myocardium
http://purl.obolibrary.org/obo/HP_0006693,Myocardial steatosis,http://purl.obolibrary.org/obo/MP_0010535,myocardium steatosis
http://purl.obolibrary.org/obo/HP_0006872,Cerebral hypoplasia,http://purl.obolibrary.org/obo/MP_0000785,telencephalon hypoplasia
http://purl.obolibrary.org/obo/HP_0006891,Thick cerebral cortex,http://purl.obolibrary.org/obo/MP_0000789,thickened cerebral cortex
http://purl.obolibrary.org/obo/HP_0006956,Dilation of lateral ventricles,http://purl.obolibrary.org/obo/MP_0000825,dilated lateral ventricles
http://purl.obolibrary.org/obo/HP_0007027,Poorly formed metencephalon,http://purl.obolibrary.org/obo/MP_0000847,abnormal metencephalon morphology
http://purl.obolibrary.org/obo/HP_0007082,Dilated third ventricle,http://purl.obolibrary.org/obo/MP_0000827,dilated third ventricle
http://purl.obolibrary.org/obo/HP_0007209,Facial paralysis,http://purl.obolibrary.org/obo/MP_0030141,facial paralysis
http://purl.obolibrary.org/obo/HP_0007265,Absent mesencephalon,http://purl.obolibrary.org/obo/MP_0012087,absent midbrain
http://purl.obolibrary.org/obo/HP_0007343,Abnormal morphology of the limbic system,http://purl.obolibrary.org/obo/MP_0004166,abnormal limbic system morphology
http://purl.obolibrary.org/obo/HP_0007519,Lack of subcutaneous fatty tissue,http://purl.obolibrary.org/obo/MP_0008843,absent subcutaneous adipose tissue
http://purl.obolibrary.org/obo/HP_0007543,Epidermal hyperkeratosis,http://purl.obolibrary.org/obo/MP_0001242,hyperkeratosis
http://purl.obolibrary.org/obo/HP_0007628,Mandibular condyle hypoplasia,http://purl.obolibrary.org/obo/MP_0030259,mandibular condyloid process hypoplasia
http://purl.obolibrary.org/obo/HP_0007670,Abnormal vestibulo-ocular reflex,http://purl.obolibrary.org/obo/MP_0004844,abnormal vestibuloocular reflex
http://purl.obolibrary.org/obo/HP_0007676,Hypoplasia of the iris,http://purl.obolibrary.org/obo/MP_0006226,iris hypoplasia
http://purl.obolibrary.org/obo/HP_0007703,Abnormality of retinal pigmentation,http://purl.obolibrary.org/obo/MP_0005103,abnormal retinal pigmentation
http://purl.obolibrary.org/obo/HP_0007705,Corneal degeneration,http://purl.obolibrary.org/obo/MP_0012351,cornea degeneration
http://purl.obolibrary.org/obo/HP_0007732,Lacrimal gland hypoplasia,http://purl.obolibrary.org/obo/MP_0014151,lacrimal gland hypoplasia
http://purl.obolibrary.org/obo/HP_0007734,Enlarged lacrimal glands,http://purl.obolibrary.org/obo/MP_0013453,enlarged lacrimal gland
http://purl.obolibrary.org/obo/HP_0007770,Hypoplasia of the retina,http://purl.obolibrary.org/obo/MP_0002984,retina hypoplasia
http://purl.obolibrary.org/obo/HP_0007772,Impaired smooth pursuit,http://purl.obolibrary.org/obo/MP_0006156,abnormal visual pursuit
http://purl.obolibrary.org/obo/HP_0007774,Hypoplasia of the ciliary body,http://purl.obolibrary.org/obo/MP_0013743,ciliary body hypoplasia
http://purl.obolibrary.org/obo/HP_0007862,Retinal calcification,http://purl.obolibrary.org/obo/MP_0006188,calcified retina
http://purl.obolibrary.org/obo/HP_0007886,Absent extraocular muscles,http://purl.obolibrary.org/obo/MP_0030171,absent extraocular muscles
http://purl.obolibrary.org/obo/HP_0007990,Hypoplastic iris stroma,http://purl.obolibrary.org/obo/MP_0006230,iris stroma hypoplasia
http://purl.obolibrary.org/obo/HP_0008070,Sparse hair,http://purl.obolibrary.org/obo/MP_0000416,sparse hair
http://purl.obolibrary.org/obo/HP_0008165,Decreased proportion circulating T-helper cells,http://purl.obolibrary.org/obo/MP_0013764,decreased T-helper cell number
http://purl.obolibrary.org/obo/HP_0008191,Thyroid agenesis,http://purl.obolibrary.org/obo/MP_0005314,absent thyroid gland
http://purl.obolibrary.org/obo/HP_0008208,Parathyroid hyperplasia,http://purl.obolibrary.org/obo/MP_0003493,parathyroid gland hyperplasia
http://purl.obolibrary.org/obo/HP_0008221,Adrenal hyperplasia,http://purl.obolibrary.org/obo/MP_0000642,enlarged adrenal glands
http://purl.obolibrary.org/obo/HP_0008222,Female infertility,http://purl.obolibrary.org/obo/MP_0001926,female infertility
http://purl.obolibrary.org/obo/HP_0008239,Adrenal medullary hypoplasia,http://purl.obolibrary.org/obo/MP_0008301,adrenal medulla hyperplasia
http://purl.obolibrary.org/obo/HP_0008247,Euthyroid hyperthyroxinemia,http://purl.obolibrary.org/obo/MP_0005470,increased thyroxine level
http://purl.obolibrary.org/obo/HP_0008249,Thyroid hyperplasia,http://purl.obolibrary.org/obo/MP_0003498,thyroid gland hyperplasia
http://purl.obolibrary.org/obo/HP_0008322,Abnormal mitochondrial morphology,http://purl.obolibrary.org/obo/MP_0006035,abnormal mitochondrion morphology
http://purl.obolibrary.org/obo/HP_0008358,Hyperprolinemia,http://purl.obolibrary.org/obo/MP_0030667,increased circulating proline level
http://purl.obolibrary.org/obo/HP_0008368,Tarsal synostosis,http://purl.obolibrary.org/obo/MP_0008919,fused tarsal bones
http://purl.obolibrary.org/obo/HP_0008404,Nail dystrophy,http://purl.obolibrary.org/obo/MP_0012400,nail dystrophy
http://purl.obolibrary.org/obo/HP_0008419,Intervertebral disc degeneration,http://purl.obolibrary.org/obo/MP_0004684,intervertebral disk degeneration
http://purl.obolibrary.org/obo/HP_0008428,Vertebral clefting,http://purl.obolibrary.org/obo/MP_0004687,split vertebrae
http://purl.obolibrary.org/obo/HP_0008465,Absent vertebra,http://purl.obolibrary.org/obo/MP_0000138,absent vertebrae
http://purl.obolibrary.org/obo/HP_0008479,Hypoplastic vertebral bodies,http://purl.obolibrary.org/obo/MP_0004667,vertebral body hypoplasia
http://purl.obolibrary.org/obo/HP_0008516,Abnormality of the vertebral spinous processes,http://purl.obolibrary.org/obo/MP_0004601,abnormal vertebral spinous process morphology
http://purl.obolibrary.org/obo/HP_0008544,Abnormally folded helix,http://purl.obolibrary.org/obo/MP_0003736,folded helix
http://purl.obolibrary.org/obo/HP_0008551,Microtia,http://purl.obolibrary.org/obo/MP_0030297,outer ear hypoplasia
http://purl.obolibrary.org/obo/HP_0008609,Morphological abnormality of the middle ear,http://purl.obolibrary.org/obo/MP_0000049,abnormal middle ear morphology
http://purl.obolibrary.org/obo/HP_0008661,Urethral stenosis,http://purl.obolibrary.org/obo/MP_0003592,urethra stricture
http://purl.obolibrary.org/obo/HP_0008683,Enlarged labia minora,http://purl.obolibrary.org/obo/MP_0003522,enlarged labia minora
http://purl.obolibrary.org/obo/HP_0008687,Hypoplasia of the prostate,http://purl.obolibrary.org/obo/MP_0005147,prostate gland hypoplasia
http://purl.obolibrary.org/obo/HP_0008697,Hypoplasia of the fallopian tube,http://purl.obolibrary.org/obo/MP_0003576,oviduct hypoplasia
http://purl.obolibrary.org/obo/HP_0008711,Benign prostatic hyperplasia,http://purl.obolibrary.org/obo/MP_0000659,prostate gland hyperplasia
http://purl.obolibrary.org/obo/HP_0008724,Hypoplasia of the ovary,http://purl.obolibrary.org/obo/MP_0005158,ovary hypoplasia
http://purl.obolibrary.org/obo/HP_0008726,Hypoplasia of the vagina,http://purl.obolibrary.org/obo/MP_0008984,vagina hypoplasia
http://purl.obolibrary.org/obo/HP_0008734,Decreased testicular size,http://purl.obolibrary.org/obo/MP_0001147,small testis
http://purl.obolibrary.org/obo/HP_0008751,Laryngeal cleft,http://purl.obolibrary.org/obo/MP_0030899,laryngeal cleft
http://purl.obolibrary.org/obo/HP_0008753,Aplasia of the epiglottis,http://purl.obolibrary.org/obo/MP_0013261,absent epiglottis
http://purl.obolibrary.org/obo/HP_0008873,Disproportionate short-limb short stature,http://purl.obolibrary.org/obo/MP_0000547,short limbs
http://purl.obolibrary.org/obo/HP_0008887,Adipose tissue loss,http://purl.obolibrary.org/obo/MP_0010025,decreased total body fat amount
http://purl.obolibrary.org/obo/HP_0009004,Hypoplasia of the musculature,http://purl.obolibrary.org/obo/MP_0000734,muscle hypoplasia
http://purl.obolibrary.org/obo/HP_0009145,Abnormal cerebral artery morphology,http://purl.obolibrary.org/obo/MP_0013821,abnormal cerebral artery morphology
http://purl.obolibrary.org/obo/HP_0009555,Hypoplasia of the pharynx,http://purl.obolibrary.org/obo/MP_0004555,pharynx hypoplasia
http://purl.obolibrary.org/obo/HP_0009701,Metacarpal synostosis,http://purl.obolibrary.org/obo/MP_0004639,fused metacarpal bones
http://purl.obolibrary.org/obo/HP_0009754,Fibrous syngnathia,http://purl.obolibrary.org/obo/MP_0030087,fibrous syngnathia
http://purl.obolibrary.org/obo/HP_0009799,Supernumerary spleens,http://purl.obolibrary.org/obo/MP_0003342,accessory spleen
http://purl.obolibrary.org/obo/HP_0009804,Reduced number of teeth,http://purl.obolibrary.org/obo/MP_0030608,decreased tooth number
http://purl.obolibrary.org/obo/HP_0009892,Anotia,http://purl.obolibrary.org/obo/MP_0005579,absent outer ear
http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear,http://purl.obolibrary.org/obo/MP_0004176,ear telangiectases
http://purl.obolibrary.org/obo/HP_0009894,Thickened ears,http://purl.obolibrary.org/obo/MP_0000019,thick ears
http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum,http://purl.obolibrary.org/obo/MP_0030206,thin nasal septum
http://purl.obolibrary.org/obo/HP_0010048,Aplasia of metacarpal bones,http://purl.obolibrary.org/obo/MP_0003074,absent metacarpal bones
http://purl.obolibrary.org/obo/HP_0010049,Short metacarpal,http://purl.obolibrary.org/obo/MP_0004634,short metacarpal bones
http://purl.obolibrary.org/obo/HP_0010297,Bifid tongue,http://purl.obolibrary.org/obo/MP_0009909,bifid tongue
http://purl.obolibrary.org/obo/HP_0010303,Abnormal spinal meningeal morphology,http://purl.obolibrary.org/obo/MP_0009023,abnormal spinal cord meninges morphology
http://purl.obolibrary.org/obo/HP_0010309,Bifid sternum,http://purl.obolibrary.org/obo/MP_0004320,split sternum
http://purl.obolibrary.org/obo/HP_0010442,Polydactyly,http://purl.obolibrary.org/obo/MP_0000562,polydactyly
http://purl.obolibrary.org/obo/HP_0010444,Pulmonary insufficiency,http://purl.obolibrary.org/obo/MP_0006048,pulmonary valve regurgitation
http://purl.obolibrary.org/obo/HP_0010447,Anal fistula,http://purl.obolibrary.org/obo/MP_0003319,anal fistula
http://purl.obolibrary.org/obo/HP_0010452,Ectopia of the spleen,http://purl.obolibrary.org/obo/MP_0020825,ectopic spleen
http://purl.obolibrary.org/obo/HP_0010458,Female pseudohermaphroditism,http://purl.obolibrary.org/obo/MP_0002788,female pseudohermaphroditism
http://purl.obolibrary.org/obo/HP_0010493,Long metacarpals,http://purl.obolibrary.org/obo/MP_0004638,elongated metacarpal bones
http://purl.obolibrary.org/obo/HP_0010504,Increased length of the tibia,http://purl.obolibrary.org/obo/MP_0004357,long tibia
http://purl.obolibrary.org/obo/HP_0010514,Hyperpituitarism,http://purl.obolibrary.org/obo/MP_0003347,hyperpituitarism
http://purl.obolibrary.org/obo/HP_0010516,Thymus hyperplasia,http://purl.obolibrary.org/obo/MP_0000708,thymus hyperplasia
http://purl.obolibrary.org/obo/HP_0010537,Wide cranial sutures,http://purl.obolibrary.org/obo/MP_0030029,wide cranial sutures
http://purl.obolibrary.org/obo/HP_0010627,Anterior pituitary hypoplasia,http://purl.obolibrary.org/obo/MP_0008365,adenohypophysis hypoplasia
http://purl.obolibrary.org/obo/HP_0010650,Hypoplasia of the premaxilla,http://purl.obolibrary.org/obo/MP_0004871,premaxilla hypoplasia
http://purl.obolibrary.org/obo/HP_0010669,Hypoplasia of the zygomatic bone,http://purl.obolibrary.org/obo/MP_0030112,zygomatic bone hypoplasia
http://purl.obolibrary.org/obo/HP_0010679,Elevated tissue non-specific alkaline phosphatase,http://purl.obolibrary.org/obo/MP_0002968,increased circulating alkaline phosphatase level
http://purl.obolibrary.org/obo/HP_0010683,Low tissue non-specific alkaline phosphatase,http://purl.obolibrary.org/obo/MP_0002966,decreased circulating alkaline phosphatase level
http://purl.obolibrary.org/obo/HP_0010701,Abnormal immunoglobulin level,http://purl.obolibrary.org/obo/MP_0002490,abnormal immunoglobulin level
http://purl.obolibrary.org/obo/HP_0010702,Increased antibody level in blood,http://purl.obolibrary.org/obo/MP_0002461,increased immunoglobulin level
http://purl.obolibrary.org/obo/HP_0010719,Abnormality of hair texture,http://purl.obolibrary.org/obo/MP_0002074,abnormal hair texture
http://purl.obolibrary.org/obo/HP_0010764,Short eyelashes,http://purl.obolibrary.org/obo/MP_0013898,short eyelid cilia
http://purl.obolibrary.org/obo/HP_0010790,Hyoplasia of the Leydig cells,http://purl.obolibrary.org/obo/MP_0005536,Leydig cell hypoplasia
http://purl.obolibrary.org/obo/HP_0010791,Hyperplasia of the Leydig cells,http://purl.obolibrary.org/obo/MP_0001152,Leydig cell hyperplasia
http://purl.obolibrary.org/obo/HP_0010808,Protruding tongue,http://purl.obolibrary.org/obo/MP_0009908,protruding tongue
http://purl.obolibrary.org/obo/HP_0010876,Abnormal circulating protein level,http://purl.obolibrary.org/obo/MP_0005416,abnormal circulating protein level
http://purl.obolibrary.org/obo/HP_0010882,Pulmonary valve atresia,http://purl.obolibrary.org/obo/MP_0006130,pulmonary valve atresia
http://purl.obolibrary.org/obo/HP_0010883,Aortic valve atresia,http://purl.obolibrary.org/obo/MP_0006115,aortic valve atresia
http://purl.obolibrary.org/obo/HP_0010895,Abnormal circulating glycine concentration,http://purl.obolibrary.org/obo/MP_0030654,abnormal circulating glycine level
http://purl.obolibrary.org/obo/HP_0010900,Abnormal circulating threonine concentration,http://purl.obolibrary.org/obo/MP_0030702,abnormal circulating threonine level
http://purl.obolibrary.org/obo/HP_0010901,Abnormal circulating methionine concentration,http://purl.obolibrary.org/obo/MP_0030643,abnormal circulating methionine level
http://purl.obolibrary.org/obo/HP_0010904,Abnormal circulating histidine concentration,http://purl.obolibrary.org/obo/MP_0011651,abnormal circulating histidine level
http://purl.obolibrary.org/obo/HP_0010906,Hyperhistidinemia,http://purl.obolibrary.org/obo/MP_0011652,increased circulating histidine level
http://purl.obolibrary.org/obo/HP_0010908,Abnormal circulating lysine concentration,http://purl.obolibrary.org/obo/MP_0030717,abnormal circulating lysine level
http://purl.obolibrary.org/obo/HP_0010910,Hypervalinemia,http://purl.obolibrary.org/obo/MP_0030727,increased circulating valine level
http://purl.obolibrary.org/obo/HP_0010911,Hyperleucinemia,http://purl.obolibrary.org/obo/MP_0030750,increased circulating leucine level
http://purl.obolibrary.org/obo/HP_0010912,Abnormal circulating isoleucine concentration,http://purl.obolibrary.org/obo/MP_0030714,abnormal circulating isoleucine level
http://purl.obolibrary.org/obo/HP_0010913,Hyperisoleucinemia,http://purl.obolibrary.org/obo/MP_0030715,increased circulating isoleucine level
http://purl.obolibrary.org/obo/HP_0010914,Abnormal circulating valine concentration,http://purl.obolibrary.org/obo/MP_0030726,abnormal circulating valine level
http://purl.obolibrary.org/obo/HP_0010916,Abnormal circulating alanine concentration,http://purl.obolibrary.org/obo/MP_0030672,abnormal circulating alanine level
http://purl.obolibrary.org/obo/HP_0010944,Abnormal renal pelvis morphology,http://purl.obolibrary.org/obo/MP_0004194,abnormal kidney pelvis morphology
http://purl.obolibrary.org/obo/HP_0010946,Dilatation of the renal pelvis,http://purl.obolibrary.org/obo/MP_0000519,hydronephrosis
http://purl.obolibrary.org/obo/HP_0010975,Abnormal B cell count,http://purl.obolibrary.org/obo/MP_0002458,abnormal B cell number
http://purl.obolibrary.org/obo/HP_0010976,B lymphocytopenia,http://purl.obolibrary.org/obo/MP_0005017,decreased B cell number
http://purl.obolibrary.org/obo/HP_0010978,Abnormality of immune system physiology,http://purl.obolibrary.org/obo/MP_0001790,abnormal immune system physiology
http://purl.obolibrary.org/obo/HP_0010994,Abnormal corpus striatum morphology,http://purl.obolibrary.org/obo/MP_0004077,abnormal striatum morphology
http://purl.obolibrary.org/obo/HP_0010999,Aplasia of the optic tract,http://purl.obolibrary.org/obo/MP_0001334,absent optic tract
http://purl.obolibrary.org/obo/HP_0011001,Increased bone mineral density,http://purl.obolibrary.org/obo/MP_0000062,increased bone mineral density
http://purl.obolibrary.org/obo/HP_0011014,Abnormal glucose homeostasis,http://purl.obolibrary.org/obo/MP_0002078,abnormal glucose homeostasis
http://purl.obolibrary.org/obo/HP_0011015,Abnormal blood glucose concentration,http://purl.obolibrary.org/obo/MP_0000188,abnormal circulating glucose level
http://purl.obolibrary.org/obo/HP_0011016,Abnormality of urine glucose concentration,http://purl.obolibrary.org/obo/MP_0001758,abnormal urine glucose level
http://purl.obolibrary.org/obo/HP_0011017,Abnormal cellular physiology,http://purl.obolibrary.org/obo/MP_0005621,abnormal cell physiology
http://purl.obolibrary.org/obo/HP_0011025,Abnormal cardiovascular system physiology,http://purl.obolibrary.org/obo/MP_0001544,abnormal cardiovascular system physiology
http://purl.obolibrary.org/obo/HP_0011028,Abnormality of blood circulation,http://purl.obolibrary.org/obo/MP_0002128,abnormal blood circulation
http://purl.obolibrary.org/obo/HP_0011029,Internal hemorrhage,http://purl.obolibrary.org/obo/MP_0001634,internal hemorrhage
http://purl.obolibrary.org/obo/HP_0011032,Abnormality of fluid regulation,http://purl.obolibrary.org/obo/MP_0001784,abnormal fluid regulation
http://purl.obolibrary.org/obo/HP_0011034,Amyloidosis,http://purl.obolibrary.org/obo/MP_0000604,amyloidosis
http://purl.obolibrary.org/obo/HP_0011037,Decreased urine output,http://purl.obolibrary.org/obo/MP_0003620,oliguria
http://purl.obolibrary.org/obo/HP_0011062,Misalignment of incisors,http://purl.obolibrary.org/obo/MP_0030541,misaligned incisors
http://purl.obolibrary.org/obo/HP_0011063,Abnormality of incisor morphology,http://purl.obolibrary.org/obo/MP_0005358,abnormal incisor morphology
http://purl.obolibrary.org/obo/HP_0011068,Odontoma,http://purl.obolibrary.org/obo/MP_0010353,increased odontoma incidence
http://purl.obolibrary.org/obo/HP_0011069,Increased number of teeth,http://purl.obolibrary.org/obo/MP_0004033,supernumerary teeth
http://purl.obolibrary.org/obo/HP_0011070,Abnormality of molar morphology,http://purl.obolibrary.org/obo/MP_0002689,abnormal molar morphology
http://purl.obolibrary.org/obo/HP_0011073,Abnormality of dental color,http://purl.obolibrary.org/obo/MP_0013129,abnormal tooth color
http://purl.obolibrary.org/obo/HP_0011102,Ileal atresia,http://purl.obolibrary.org/obo/MP_0011879,ileum atresia
http://purl.obolibrary.org/obo/HP_0011103,Abnormal left ventricular outflow tract morphology,http://purl.obolibrary.org/obo/MP_0010429,abnormal heart left ventricle outflow tract morphology
http://purl.obolibrary.org/obo/HP_0011124,Abnormality of epidermal morphology,http://purl.obolibrary.org/obo/MP_0001216,abnormal epidermal layer morphology
http://purl.obolibrary.org/obo/HP_0011130,Abnormal renal calyx morphology,http://purl.obolibrary.org/obo/MP_0004195,abnormal kidney calyx morphology
http://purl.obolibrary.org/obo/HP_0011138,Abnormality of skin adnexa morphology,http://purl.obolibrary.org/obo/MP_0010678,abnormal skin adnexa morphology
