p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_0003298,http://purl.obolibrary.org/obo/MP_0005297,Spina bifida occulta (HPO),spina bifida occulta (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010301,http://purl.obolibrary.org/obo/MP_0003054,Spinal dysraphism (HPO),spina bifida (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003054,http://purl.obolibrary.org/obo/HP_0010301,spina bifida (MPO),Spinal dysraphism (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001744,http://purl.obolibrary.org/obo/MP_0000691,Splenomegaly (HPO),enlarged spleen (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0000691,http://purl.obolibrary.org/obo/HP_0001744,enlarged spleen (MPO),Splenomegaly (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0013172,http://purl.obolibrary.org/obo/HP_0005268,miscarriage (MPO),Spontaneous abortion (HPO),lexical
http://purl.obolibrary.org/obo/HP_0005268,http://purl.obolibrary.org/obo/MP_0013172,Spontaneous abortion (HPO),miscarriage (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000321,http://purl.obolibrary.org/obo/MP_0030073,Square face (HPO),square face (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030073,http://purl.obolibrary.org/obo/HP_0000321,square face (MPO),Square face (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002570,http://purl.obolibrary.org/obo/MP_0002791,Steatorrhea (HPO),steatorrhea (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002791,http://purl.obolibrary.org/obo/HP_0002570,steatorrhea (MPO),Steatorrhea (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001408,http://purl.obolibrary.org/obo/HP_0000733,stereotypic behavior (MPO),Stereotypy (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000733,http://purl.obolibrary.org/obo/MP_0001408,Stereotypy (HPO),stereotypic behavior (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010280,http://purl.obolibrary.org/obo/MP_0003746,Stomatitis (HPO),stomatitis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003746,http://purl.obolibrary.org/obo/HP_0010280,stomatitis (MPO),Stomatitis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0010074,http://purl.obolibrary.org/obo/HP_0004446,stomatocytosis (MPO),Stomatocytosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0004446,http://purl.obolibrary.org/obo/MP_0010074,Stomatocytosis (HPO),stomatocytosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000486,http://purl.obolibrary.org/obo/MP_0005254,Strabismus (HPO),strabismus (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005254,http://purl.obolibrary.org/obo/HP_0000486,strabismus (MPO),Strabismus (HPO),lexical
http://purl.obolibrary.org/obo/MP_0013752,http://purl.obolibrary.org/obo/HP_0010307,stridor (MPO),Stridor (HPO),lexical
http://purl.obolibrary.org/obo/HP_0010307,http://purl.obolibrary.org/obo/MP_0013752,Stridor (HPO),stridor (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010417,http://purl.obolibrary.org/obo/HP_0011681,subarterial ventricular septal defect (MPO),Subarterial ventricular septal defect (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011681,http://purl.obolibrary.org/obo/MP_0010417,Subarterial ventricular septal defect (HPO),subarterial ventricular septal defect (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010251,http://purl.obolibrary.org/obo/HP_0000523,subcapsular cataracts (MPO),Subcapsular cataract (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000523,http://purl.obolibrary.org/obo/MP_0010251,Subcapsular cataract (HPO),subcapsular cataracts (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030001,http://purl.obolibrary.org/obo/HP_0001607,subglottis stenosis (MPO),Subglottic stenosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001607,http://purl.obolibrary.org/obo/MP_0030001,Subglottic stenosis (HPO),subglottis stenosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011819,http://purl.obolibrary.org/obo/MP_0013547,Submucous cleft soft palate (HPO),submucous cleft soft palate (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0013547,http://purl.obolibrary.org/obo/HP_0011819,submucous cleft soft palate (MPO),Submucous cleft soft palate (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0009723,http://purl.obolibrary.org/obo/HP_0002558,increased nipple number (MPO),Supernumerary nipple (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002558,http://purl.obolibrary.org/obo/MP_0009723,Supernumerary nipple (HPO),increased nipple number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002946,http://purl.obolibrary.org/obo/MP_0004644,Supernumerary vertebrae (HPO),increased vertebrae number (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0004644,http://purl.obolibrary.org/obo/HP_0002946,increased vertebrae number (MPO),Supernumerary vertebrae (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011719,http://purl.obolibrary.org/obo/MP_0010430,Supracardiac total anomalous pulmonary venous connection (HPO),"total anomalous pulmonary venous connection, supracardiac (MPO)",lexical
http://purl.obolibrary.org/obo/MP_0010430,http://purl.obolibrary.org/obo/HP_0011719,"total anomalous pulmonary venous connection, supracardiac (MPO)",Supracardiac total anomalous pulmonary venous connection (HPO),lexical
http://purl.obolibrary.org/obo/HP_0004381,http://purl.obolibrary.org/obo/MP_0010471,Supravalvular aortic stenosis (HPO),supravalvar aortic stenosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010471,http://purl.obolibrary.org/obo/HP_0004381,supravalvar aortic stenosis (MPO),Supravalvular aortic stenosis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0013393,http://purl.obolibrary.org/obo/HP_0430007,symblepharon (MPO),Symblepharon (HPO),lexical
http://purl.obolibrary.org/obo/HP_0430007,http://purl.obolibrary.org/obo/MP_0013393,Symblepharon (HPO),symblepharon (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001159,http://purl.obolibrary.org/obo/MP_0000564,Syndactyly (HPO),syndactyly (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000564,http://purl.obolibrary.org/obo/HP_0001159,syndactyly (MPO),Syndactyly (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100240,http://purl.obolibrary.org/obo/MP_0003189,Synostosis of joints (HPO),fused joints (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003189,http://purl.obolibrary.org/obo/HP_0100240,fused joints (MPO),Synostosis of joints (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0100663,http://purl.obolibrary.org/obo/MP_0030078,Synotia (HPO),synotia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030078,http://purl.obolibrary.org/obo/HP_0100663,synotia (MPO),Synotia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100769,http://purl.obolibrary.org/obo/MP_0002933,Synovitis (HPO),joint inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002933,http://purl.obolibrary.org/obo/HP_0100769,joint inflammation (MPO),Synovitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0003396,http://purl.obolibrary.org/obo/MP_0012545,Syringomyelia (HPO),syringomyelia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0012545,http://purl.obolibrary.org/obo/HP_0003396,syringomyelia (MPO),Syringomyelia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001649,http://purl.obolibrary.org/obo/MP_0002626,Tachycardia (HPO),increased heart rate (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002626,http://purl.obolibrary.org/obo/HP_0001649,increased heart rate (MPO),Tachycardia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0002789,http://purl.obolibrary.org/obo/MP_0005426,Tachypnea (HPO),tachypnea (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005426,http://purl.obolibrary.org/obo/HP_0002789,tachypnea (MPO),Tachypnea (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001762,http://purl.obolibrary.org/obo/MP_0000576,Talipes equinovarus (HPO),clubfoot (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000576,http://purl.obolibrary.org/obo/HP_0001762,clubfoot (MPO),Talipes equinovarus (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001254,http://purl.obolibrary.org/obo/HP_0000098,increased body height (MPO),Tall stature (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/MP_0001254,Tall stature (HPO),increased body height (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008368,http://purl.obolibrary.org/obo/MP_0008919,Tarsal synostosis (HPO),fused tarsal bones (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0008919,http://purl.obolibrary.org/obo/HP_0008368,fused tarsal bones (MPO),Tarsal synostosis (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000679,http://purl.obolibrary.org/obo/MP_0030496,Taurodontia (HPO),taurodontia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030496,http://purl.obolibrary.org/obo/HP_0000679,taurodontia (MPO),Taurodontia (HPO),lexical
http://purl.obolibrary.org/obo/MP_0004175,http://purl.obolibrary.org/obo/HP_0001009,telangiectases (MPO),Telangiectasia (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001009,http://purl.obolibrary.org/obo/MP_0004175,Telangiectasia (HPO),telangiectases (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000506,http://purl.obolibrary.org/obo/MP_0030166,Telecanthus (HPO),increased inner canthal distance (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030166,http://purl.obolibrary.org/obo/HP_0000506,increased inner canthal distance (MPO),Telecanthus (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012478,http://purl.obolibrary.org/obo/MP_0030327,Temporomandibular joint ankylosis (HPO),temporomandibular joint ankylosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030327,http://purl.obolibrary.org/obo/HP_0012478,temporomandibular joint ankylosis (MPO),Temporomandibular joint ankylosis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0030801,http://purl.obolibrary.org/obo/HP_0025230,tendonitis (MPO),Tendonitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0025230,http://purl.obolibrary.org/obo/MP_0030801,Tendonitis (HPO),tendonitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000029,http://purl.obolibrary.org/obo/MP_0013600,Testicular atrophy (HPO),testis degeneration (MPO),lexical
http://purl.obolibrary.org/obo/MP_0013600,http://purl.obolibrary.org/obo/HP_0000029,testis degeneration (MPO),Testicular atrophy (HPO),lexical
http://purl.obolibrary.org/obo/HP_0012860,http://purl.obolibrary.org/obo/MP_0014189,Testicular fibrosis (HPO),testis fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0014189,http://purl.obolibrary.org/obo/HP_0012860,testis fibrosis (MPO),Testicular fibrosis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0004478,http://purl.obolibrary.org/obo/HP_0100616,increased testicular teratoma incidence (MPO),Testicular teratoma (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100616,http://purl.obolibrary.org/obo/MP_0004478,Testicular teratoma (HPO),increased testicular teratoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009746,http://purl.obolibrary.org/obo/MP_0030205,Thick nasal septum (HPO),thick nasal septum (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030205,http://purl.obolibrary.org/obo/HP_0009746,thick nasal septum (MPO),Thick nasal septum (HPO),lexical
http://purl.obolibrary.org/obo/MP_0030169,http://purl.obolibrary.org/obo/HP_0000215,thick upper lip (MPO),Thick upper lip vermilion (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000215,http://purl.obolibrary.org/obo/MP_0030169,Thick upper lip vermilion (HPO),thick upper lip (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003774,http://purl.obolibrary.org/obo/HP_0012471,thick lip (MPO),Thick vermilion border (HPO),lexical
http://purl.obolibrary.org/obo/HP_0012471,http://purl.obolibrary.org/obo/MP_0003774,Thick vermilion border (HPO),thick lip (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002684,http://purl.obolibrary.org/obo/MP_0030278,Thickened calvaria (HPO),thick neurocranium (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030278,http://purl.obolibrary.org/obo/HP_0002684,thick neurocranium (MPO),Thickened calvaria (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001200,http://purl.obolibrary.org/obo/HP_0001072,thick skin (MPO),Thickened skin (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001072,http://purl.obolibrary.org/obo/MP_0001200,Thickened skin (HPO),thick skin (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030279,http://purl.obolibrary.org/obo/HP_0010539,thin neurocranium (MPO),Thin calvarium (HPO),lexical
http://purl.obolibrary.org/obo/HP_0010539,http://purl.obolibrary.org/obo/MP_0030279,Thin calvarium (HPO),thin neurocranium (MPO),lexical
http://purl.obolibrary.org/obo/MP_0004057,http://purl.obolibrary.org/obo/HP_0031196,thin myocardium compact layer (MPO),Thin myocardium compact layer (HPO),lexical
http://purl.obolibrary.org/obo/HP_0031196,http://purl.obolibrary.org/obo/MP_0004057,Thin myocardium compact layer (HPO),thin myocardium compact layer (MPO),lexical
http://purl.obolibrary.org/obo/MP_0004674,http://purl.obolibrary.org/obo/HP_0000883,thin ribs (MPO),Thin ribs (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000883,http://purl.obolibrary.org/obo/MP_0004674,Thin ribs (HPO),thin ribs (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0001199,http://purl.obolibrary.org/obo/HP_0000963,thin skin (MPO),Thin skin (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000963,http://purl.obolibrary.org/obo/MP_0001199,Thin skin (HPO),thin skin (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000219,http://purl.obolibrary.org/obo/MP_0030168,Thin upper lip vermilion (HPO),thin upper lip (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030168,http://purl.obolibrary.org/obo/HP_0000219,thin upper lip (MPO),Thin upper lip vermilion (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0020157,http://purl.obolibrary.org/obo/MP_0009375,Thin zona pellucida (HPO),thin zona pellucida (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009375,http://purl.obolibrary.org/obo/HP_0020157,thin zona pellucida (MPO),Thin zona pellucida (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100656,http://purl.obolibrary.org/obo/MP_0030579,Thoracoabdominal wall defect (HPO),thoracoabdominoschisis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030579,http://purl.obolibrary.org/obo/HP_0100656,thoracoabdominoschisis (MPO),Thoracoabdominal wall defect (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001873,http://purl.obolibrary.org/obo/MP_0003179,Thrombocytopenia (HPO),thrombocytopenia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003179,http://purl.obolibrary.org/obo/HP_0001873,thrombocytopenia (MPO),Thrombocytopenia (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001894,http://purl.obolibrary.org/obo/MP_0005505,Thrombocytosis (HPO),thrombocytosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005505,http://purl.obolibrary.org/obo/HP_0001894,thrombocytosis (MPO),Thrombocytosis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0014127,http://purl.obolibrary.org/obo/HP_0100522,increased thymoma incidence (MPO),Thymoma (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100522,http://purl.obolibrary.org/obo/MP_0014127,Thymoma (HPO),increased thymoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/XPO_0130344,http://purl.obolibrary.org/obo/MP_0000709,increased size of the thymus (XPO),enlarged thymus (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000709,http://purl.obolibrary.org/obo/XPO_0130344,enlarged thymus (MPO),increased size of the thymus (XPO),lexical
http://purl.obolibrary.org/obo/HP_0010516,http://purl.obolibrary.org/obo/MP_0000708,Thymus hyperplasia (HPO),thymus hyperplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0000708,http://purl.obolibrary.org/obo/HP_0010516,thymus hyperplasia (MPO),Thymus hyperplasia (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0000681,http://purl.obolibrary.org/obo/HP_0008188,abnormal thyroid gland morphology (MPO),Thyroid dysgenesis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0008188,http://purl.obolibrary.org/obo/MP_0000681,Thyroid dysgenesis (HPO),abnormal thyroid gland morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005990,http://purl.obolibrary.org/obo/MP_0003499,Thyroid hypoplasia (HPO),thyroid gland hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003499,http://purl.obolibrary.org/obo/HP_0005990,thyroid gland hypoplasia (MPO),Thyroid hypoplasia (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003504,http://purl.obolibrary.org/obo/HP_0100646,thyroid gland inflammation (MPO),Thyroiditis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100646,http://purl.obolibrary.org/obo/MP_0003504,Thyroiditis (HPO),thyroid gland inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002982,http://purl.obolibrary.org/obo/MP_0004358,Tibial bowing (HPO),bowed tibia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0004358,http://purl.obolibrary.org/obo/HP_0002982,bowed tibia (MPO),Tibial bowing (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003741,http://purl.obolibrary.org/obo/HP_0000360,tinnitus (MPO),Tinnitus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000360,http://purl.obolibrary.org/obo/MP_0003741,Tinnitus (HPO),tinnitus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030187,http://purl.obolibrary.org/obo/MP_0009514,Titubation (HPO),titubation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009514,http://purl.obolibrary.org/obo/HP_0030187,titubation (MPO),Titubation (HPO),lexical
http://purl.obolibrary.org/obo/MP_0030216,http://purl.obolibrary.org/obo/HP_0001308,tongue muscle fasciculation (MPO),Tongue fasciculations (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001308,http://purl.obolibrary.org/obo/MP_0030216,Tongue fasciculations (HPO),tongue muscle fasciculation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030462,http://purl.obolibrary.org/obo/HP_0030757,tooth abscess (MPO),Tooth abscess (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030757,http://purl.obolibrary.org/obo/MP_0030462,Tooth abscess (HPO),tooth abscess (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000473,http://purl.obolibrary.org/obo/MP_0030126,Torticollis (HPO),torticollis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030126,http://purl.obolibrary.org/obo/HP_0000473,torticollis (MPO),Torticollis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003388,http://purl.obolibrary.org/obo/XPO_0125531,absent pericardium (MPO),absent pericardium (XPO),lexical
http://purl.obolibrary.org/obo/XPO_0125531,http://purl.obolibrary.org/obo/MP_0003388,absent pericardium (XPO),absent pericardium (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010441,http://purl.obolibrary.org/obo/HP_0005160,total anomalous pulmonary venous connection (MPO),Total anomalous pulmonary venous return (HPO),lexical
http://purl.obolibrary.org/obo/HP_0005160,http://purl.obolibrary.org/obo/MP_0010441,Total anomalous pulmonary venous return (HPO),total anomalous pulmonary venous connection (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002777,http://purl.obolibrary.org/obo/MP_0010883,Tracheal stenosis (HPO),trachea stenosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0010883,http://purl.obolibrary.org/obo/HP_0002777,trachea stenosis (MPO),Tracheal stenosis (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002575,http://purl.obolibrary.org/obo/MP_0003321,Tracheoesophageal fistula (HPO),tracheoesophageal fistula (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003321,http://purl.obolibrary.org/obo/HP_0002575,tracheoesophageal fistula (MPO),Tracheoesophageal fistula (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0013753,http://purl.obolibrary.org/obo/HP_0002779,tracheomalacia (MPO),Tracheomalacia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0002779,http://purl.obolibrary.org/obo/MP_0013753,Tracheomalacia (HPO),tracheomalacia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0020443,http://purl.obolibrary.org/obo/HP_0007917,tractional retinal detachment (MPO),Tractional retinal detachment (HPO),lexical
http://purl.obolibrary.org/obo/HP_0007917,http://purl.obolibrary.org/obo/MP_0020443,Tractional retinal detachment (HPO),tractional retinal detachment (MPO),lexical
http://purl.obolibrary.org/obo/MP_0008798,http://purl.obolibrary.org/obo/HP_0100731,lateral facial cleft (MPO),Transverse facial cleft (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100731,http://purl.obolibrary.org/obo/MP_0008798,Transverse facial cleft (HPO),lateral facial cleft (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000745,http://purl.obolibrary.org/obo/HP_0001337,tremors (MPO),Tremor (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001337,http://purl.obolibrary.org/obo/MP_0000745,Tremor (HPO),tremors (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000325,http://purl.obolibrary.org/obo/MP_0012546,Triangular face (HPO),triangular face (MPO),lexical
http://purl.obolibrary.org/obo/MP_0012546,http://purl.obolibrary.org/obo/HP_0000325,triangular face (MPO),Triangular face (HPO),lexical
http://purl.obolibrary.org/obo/MP_0009042,http://purl.obolibrary.org/obo/HP_0025246,pilar cyst (MPO),Trichilemmal cyst (HPO),lexical
http://purl.obolibrary.org/obo/HP_0025246,http://purl.obolibrary.org/obo/MP_0009042,Trichilemmal cyst (HPO),pilar cyst (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025367,http://purl.obolibrary.org/obo/MP_0002732,Trichoepithelioma (HPO),increased trichoepithelioma incidence (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002732,http://purl.obolibrary.org/obo/HP_0025367,increased trichoepithelioma incidence (MPO),Trichoepithelioma (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011662,http://purl.obolibrary.org/obo/MP_0006123,Tricuspid atresia (HPO),tricuspid valve atresia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0006123,http://purl.obolibrary.org/obo/HP_0011662,tricuspid valve atresia (MPO),Tricuspid atresia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0005180,http://purl.obolibrary.org/obo/MP_0006044,Tricuspid regurgitation (HPO),tricuspid valve regurgitation (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0006044,http://purl.obolibrary.org/obo/HP_0005180,tricuspid valve regurgitation (MPO),Tricuspid regurgitation (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010446,http://purl.obolibrary.org/obo/MP_0006124,Tricuspid stenosis (HPO),tricuspid valve stenosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0006124,http://purl.obolibrary.org/obo/HP_0010446,tricuspid valve stenosis (MPO),Tricuspid stenosis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0006125,http://purl.obolibrary.org/obo/HP_0001704,tricuspid valve prolapse (MPO),Tricuspid valve prolapse (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001704,http://purl.obolibrary.org/obo/MP_0006125,Tricuspid valve prolapse (HPO),tricuspid valve prolapse (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030368,http://purl.obolibrary.org/obo/HP_0000243,trigonocephaly (MPO),Trigonocephaly (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000243,http://purl.obolibrary.org/obo/MP_0030368,Trigonocephaly (HPO),trigonocephaly (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010459,http://purl.obolibrary.org/obo/MP_0002213,True hermaphroditism (HPO),true hermaphroditism (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002213,http://purl.obolibrary.org/obo/HP_0010459,true hermaphroditism (MPO),True hermaphroditism (HPO),lexical
http://purl.obolibrary.org/obo/MP_0002633,http://purl.obolibrary.org/obo/HP_0001660,persistent truncus arteriosis (MPO),Truncus arteriosus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001660,http://purl.obolibrary.org/obo/MP_0002633,Truncus arteriosus (HPO),persistent truncus arteriosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003361,http://purl.obolibrary.org/obo/MP_0030618,Tryptophanuria (HPO),tryptophanuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030618,http://purl.obolibrary.org/obo/HP_0003361,tryptophanuria (MPO),Tryptophanuria (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003215,http://purl.obolibrary.org/obo/HP_0005576,renal interstitial fibrosis (MPO),Tubulointerstitial fibrosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0005576,http://purl.obolibrary.org/obo/MP_0003215,Tubulointerstitial fibrosis (HPO),renal interstitial fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001970,http://purl.obolibrary.org/obo/MP_0011405,Tubulointerstitial nephritis (HPO),tubulointerstitial nephritis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011405,http://purl.obolibrary.org/obo/HP_0001970,tubulointerstitial nephritis (MPO),Tubulointerstitial nephritis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0004384,http://purl.obolibrary.org/obo/MP_0011661,Type I truncus arteriosus (HPO),persistent truncus arteriosus type i (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011661,http://purl.obolibrary.org/obo/HP_0004384,persistent truncus arteriosus type i (MPO),Type I truncus arteriosus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011608,http://purl.obolibrary.org/obo/MP_0011662,Type II truncus arteriosus (HPO),persistent truncus arteriosus type ii (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011662,http://purl.obolibrary.org/obo/HP_0011608,persistent truncus arteriosus type ii (MPO),Type II truncus arteriosus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011609,http://purl.obolibrary.org/obo/MP_0011663,Type III truncus arteriosus (HPO),persistent truncus arteriosus type iii (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011663,http://purl.obolibrary.org/obo/HP_0011609,persistent truncus arteriosus type iii (MPO),Type III truncus arteriosus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011610,http://purl.obolibrary.org/obo/MP_0011664,Type IV truncus arteriosus (HPO),persistent truncus arteriosus type iv (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011664,http://purl.obolibrary.org/obo/HP_0011610,persistent truncus arteriosus type iv (MPO),Type IV truncus arteriosus (HPO),lexical
http://purl.obolibrary.org/obo/MP_0004361,http://purl.obolibrary.org/obo/HP_0003031,bowed ulna (MPO),Ulnar bowing (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003031,http://purl.obolibrary.org/obo/MP_0004361,Ulnar bowing (HPO),bowed ulna (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0010146,http://purl.obolibrary.org/obo/HP_0001537,umbilical hernia (MPO),Umbilical hernia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001537,http://purl.obolibrary.org/obo/MP_0010146,Umbilical hernia (HPO),umbilical hernia (MPO),lexical
